""
epoch,train_acc,test_acc
106,0.5963333249092102,0.7129
107,0.5985175371170044,0.7078
108,0.6089286804199219,0.7142
109,0.5929514169692993,0.7243
110,0.6031193733215332,0.7051
111,0.5924208760261536,0.7087
112,0.5999926328659058,0.7054
113,0.5901660323143005,0.7157
114,0.6096926331520081,0.7077
115,0.610588550567627,0.7029
116,0.598147988319397,0.6959
117,0.5946000218391418,0.7053
118,0.5957188606262207,0.7068
119,0.5914512276649475,0.7174
120,0.5972756147384644,0.7258
121,0.6612731218338013,0.7739
122,0.646664559841156,0.7754
123,0.6666988134384155,0.7733
124,0.6661046743392944,0.7735
125,0.669816792011261,0.7765
126,0.6688235998153687,0.7782
127,0.6669700145721436,0.7777
128,0.6917069554328918,0.7812
129,0.6626519560813904,0.7749
130,0.6764304637908936,0.7807
131,0.683133602142334,0.7801
132,0.6705743670463562,0.7732
133,0.6781378388404846,0.7783
134,0.6773026585578918,0.7729
135,0.6638738512992859,0.7747
136,0.6632697582244873,0.7691
137,0.6752912998199463,0.7679
138,0.6780057549476624,0.7812
139,0.6602933406829834,0.7724
140,0.6800373196601868,0.7762
141,0.6759991645812988,0.7745
142,0.6717666387557983,0.7752
143,0.6724030375480652,0.7803
144,0.6708537340164185,0.7713
145,0.6831985712051392,0.7781
146,0.6557473540306091,0.7689
147,0.6756221652030945,0.7804
148,0.6718282699584961,0.7765
149,0.6812999844551086,0.7771
150,0.6739178895950317,0.7748
151,0.6727039217948914,0.7783
152,0.6744082570075989,0.7703
153,0.701927125453949,0.7693
154,0.6791397929191589,0.7694
155,0.6591782569885254,0.7722
156,0.6764287352561951,0.7703
157,0.6864224076271057,0.7738
158,0.6841586232185364,0.7817
159,0.6903164982795715,0.7826
160,0.6645395159721375,0.7715
161,0.6906659603118896,0.7834
162,0.7062037587165833,0.7906
163,0.6990233063697815,0.7803
164,0.7050509452819824,0.7896
165,0.6978722810745239,0.7878
166,0.6840989589691162,0.7829
167,0.6929834485054016,0.7921
168,0.6979323625564575,0.7891
169,0.6792580485343933,0.7859
170,0.6957288980484009,0.7904
171,0.6922228932380676,0.7891
172,0.6958088874816895,0.7901
173,0.692075788974762,0.7834
174,0.6969087719917297,0.7832
175,0.6915262341499329,0.7905
176,0.6970557570457458,0.7801
177,0.6782518029212952,0.7836
178,0.6700958609580994,0.788
179,0.6854251623153687,0.7955
180,0.6997635960578918,0.7894
181,0.6949329972267151,0.7872
182,0.6982519626617432,0.7907
183,0.6923863887786865,0.7855
184,0.6898648142814636,0.7899
185,0.6941978335380554,0.795
186,0.6856645941734314,0.791
187,0.7051414847373962,0.7898
188,0.6894682049751282,0.7796
189,0.7015166282653809,0.7829
190,0.6951443552970886,0.7886
191,0.6995049118995667,0.7858
192,0.6872067451477051,0.7914
193,0.696884274482727,0.7901
194,0.698111891746521,0.7876
195,0.6935611963272095,0.7887
196,0.6938979625701904,0.7886
197,0.7008236050605774,0.7882
198,0.6904622912406921,0.7853
199,0.6966723203659058,0.7959
200,0.6920291185379028,0.7893
""
epoch,train_acc,test_acc
1,0.06489495933055878,0.115
2,0.12229214608669281,0.1658
3,0.1674291342496872,0.2754
4,0.21724486351013184,0.2914
5,0.2620690166950226,0.3637
6,0.2954358756542206,0.4254
7,0.31780532002449036,0.4614
8,0.33739906549453735,0.4808
9,0.34427496790885925,0.4856
10,0.3536069095134735,0.4895
11,0.3594735264778137,0.4888
12,0.37729406356811523,0.4872
13,0.3776853084564209,0.4839
14,0.38243624567985535,0.4658
15,0.3902239203453064,0.5282
16,0.4035128653049469,0.5345
17,0.4030582904815674,0.5469
18,0.39680618047714233,0.5304
19,0.4151047170162201,0.5044
20,0.41376152634620667,0.5302
21,0.42204752564430237,0.5196
22,0.4216189980506897,0.501
23,0.42645516991615295,0.5088
24,0.4151100516319275,0.559
25,0.44492441415786743,0.5101
26,0.4301674962043762,0.5406
27,0.4241556227207184,0.5567
28,0.4329836666584015,0.5631
29,0.4374324083328247,0.5807
30,0.41986438632011414,0.5173
31,0.43012377619743347,0.5579
32,0.4404502213001251,0.576
33,0.43488937616348267,0.5827
34,0.43390610814094543,0.5909
35,0.430019736289978,0.5604
36,0.4281412363052368,0.5637
37,0.4318230152130127,0.5581
38,0.43237319588661194,0.5559
39,0.4387097954750061,0.5317
40,0.4339842200279236,0.6122
41,0.44534844160079956,0.5563
42,0.4486134350299835,0.5647
43,0.44108450412750244,0.5361
44,0.4447651207447052,0.572
45,0.4398724138736725,0.5634
46,0.4485208988189697,0.5677
47,0.4627787470817566,0.5759
48,0.4409462809562683,0.5653
49,0.45142918825149536,0.5782
50,0.4484447240829468,0.5706
51,0.43956729769706726,0.5872
52,0.4424826502799988,0.5278
53,0.4498943090438843,0.5472
54,0.4482029676437378,0.5515
55,0.44404664635658264,0.5991
56,0.4452780783176422,0.5933
57,0.4585133194923401,0.5963
58,0.4477543234825134,0.5615
59,0.4566550850868225,0.5398
60,0.449616402387619,0.5949
61,0.5152255892753601,0.7145
62,0.5533304214477539,0.7171
63,0.5631424188613892,0.7286
64,0.5603779554367065,0.7354
65,0.5527665615081787,0.7196
66,0.5807456970214844,0.7211
67,0.5643404722213745,0.7184
68,0.5713582634925842,0.7077
69,0.5563545823097229,0.719
70,0.5779147744178772,0.7103
71,0.5650732517242432,0.7292
72,0.5793333053588867,0.7168
73,0.5755759477615356,0.7096
74,0.5743477940559387,0.7096
75,0.5854037404060364,0.7178
76,0.5709207653999329,0.7002
77,0.5683154463768005,0.7109
78,0.5786652565002441,0.7132
79,0.5804530382156372,0.712
80,0.5799753665924072,0.6922
81,0.5895175337791443,0.6988
82,0.5741012096405029,0.7123
83,0.5726670026779175,0.704
84,0.5921613574028015,0.7104
85,0.5822458267211914,0.7011
86,0.5915786623954773,0.7077
87,0.5883979201316833,0.7095
88,0.601249635219574,0.7106
89,0.5871872901916504,0.7064
90,0.5831875205039978,0.7045
91,0.59376060962677,0.7123
92,0.6002132892608643,0.7051
93,0.5905286073684692,0.7193
94,0.5808836221694946,0.6844
95,0.5801289081573486,0.6958
96,0.5866482257843018,0.7208
97,0.5958381295204163,0.7084
98,0.5885709524154663,0.7041
99,0.5995654463768005,0.7262
100,0.6074622869491577,0.7027
101,0.5989494919776917,0.7141
102,0.5981713533401489,0.7381
103,0.5925669074058533,0.6976
104,0.610614538192749,0.7051
105,0.5890695452690125,0.7189
106,0.5822204947471619,0.7075
107,0.5813789963722229,0.7004
108,0.6046730279922485,0.7297
109,0.6169044375419617,0.7105
110,0.5956571698188782,0.7039
111,0.6024738550186157,0.7082
112,0.6072840094566345,0.7137
113,0.6230630278587341,0.7302
114,0.5974604487419128,0.7125
115,0.5988804697990417,0.7222
116,0.6198570132255554,0.6996
117,0.6024659276008606,0.7188
118,0.6194518208503723,0.7146
119,0.5892930030822754,0.7092
120,0.6057155728340149,0.7016
121,0.6614314317703247,0.7677
122,0.6481360793113708,0.7594
123,0.6597079634666443,0.7709
124,0.6513049006462097,0.7727
125,0.6643944382667542,0.7784
126,0.6594157814979553,0.7697
127,0.6723225116729736,0.7714
128,0.68021559715271,0.7766
129,0.6997318863868713,0.7756
130,0.6731399893760681,0.7673
131,0.6750975251197815,0.779
132,0.6649113297462463,0.7743
133,0.6861711144447327,0.7784
134,0.6665534973144531,0.7756
135,0.6780951619148254,0.7641
136,0.6697483062744141,0.7785
137,0.6790252327919006,0.772
138,0.6735296249389648,0.7793
139,0.692920446395874,0.785
140,0.6895123720169067,0.7769
141,0.6825321912765503,0.7853
142,0.6921879649162292,0.7785
143,0.6833231449127197,0.7791
144,0.6794843673706055,0.7768
145,0.6764511466026306,0.7816
146,0.6856353282928467,0.7718
147,0.686137318611145,0.7738
148,0.6638914346694946,0.7775
149,0.676390528678894,0.7734
150,0.6887727975845337,0.776
151,0.67918860912323,0.7783
152,0.6911332011222839,0.7765
153,0.6815837621688843,0.7719
154,0.6690874099731445,0.7667
155,0.6790862679481506,0.7774
156,0.6737531423568726,0.7666
157,0.6921554803848267,0.773
158,0.6789703369140625,0.776
159,0.6784371733665466,0.7672
160,0.7010848522186279,0.7757
161,0.6858539581298828,0.7798
162,0.6859745979309082,0.7831
163,0.6919277310371399,0.7847
164,0.6705225110054016,0.7861
165,0.6971310377120972,0.7783
166,0.6943635940551758,0.7889
167,0.6808350682258606,0.7894
168,0.6783894300460815,0.7906
169,0.6980772018432617,0.7874
170,0.6755861043930054,0.7845
171,0.6748999357223511,0.7879
172,0.7031192779541016,0.7851
173,0.6781975626945496,0.7874
174,0.6944230198860168,0.7835
175,0.6940999031066895,0.7854
176,0.7097947001457214,0.7878
177,0.6874861121177673,0.789
178,0.7017006874084473,0.7944
179,0.680086612701416,0.7884
180,0.6810528039932251,0.7827
181,0.699828565120697,0.7803
182,0.7088004946708679,0.7924
183,0.7010549306869507,0.7922
184,0.688700795173645,0.7877
185,0.703416109085083,0.7861
186,0.7011276483535767,0.7925
187,0.6995611190795898,0.7891
188,0.6970779895782471,0.7931
189,0.6819264888763428,0.79
190,0.7031446099281311,0.7899
191,0.6975213289260864,0.7869
192,0.7013532519340515,0.7919
193,0.6944341659545898,0.7893
194,0.695898175239563,0.791
195,0.6901254057884216,0.7903
196,0.6844795346260071,0.7909
197,0.6927743554115295,0.7942
198,0.6887189149856567,0.7828
199,0.709208071231842,0.7891
200,0.6945847868919373,0.7916
""
epoch,train_acc,test_acc
1,0.06507132947444916,0.1251
2,0.11739353835582733,0.1687
3,0.17036761343479156,0.2772
4,0.21975454688072205,0.3027
5,0.2614201605319977,0.381
6,0.29504042863845825,0.3873
7,0.31903016567230225,0.4487
8,0.33309027552604675,0.4625
9,0.3468516767024994,0.4511
10,0.35754039883613586,0.4481
11,0.36528801918029785,0.4888
12,0.3730646073818207,0.5164
13,0.38258007168769836,0.5013
14,0.4030873775482178,0.5017
15,0.3953326940536499,0.5124
16,0.39970460534095764,0.4759
17,0.4031628966331482,0.5176
18,0.4114254415035248,0.5328
19,0.4108235538005829,0.538
20,0.40167421102523804,0.5231
21,0.42711710929870605,0.5418
22,0.42635902762413025,0.5212
23,0.41643667221069336,0.5469
24,0.43284258246421814,0.5678
25,0.42929744720458984,0.5156
26,0.43174487352371216,0.5622
27,0.43814364075660706,0.5683
28,0.4293963611125946,0.5624
29,0.43190789222717285,0.584
30,0.4388233721256256,0.5591
31,0.44222715497016907,0.5486
32,0.4380927085876465,0.5761
33,0.4349471628665924,0.5006
34,0.45009249448776245,0.5598
35,0.4475076496601105,0.5808
36,0.43551409244537354,0.5726
37,0.4453522264957428,0.5707
38,0.43101930618286133,0.5292
39,0.4541749656200409,0.5544
40,0.4474206268787384,0.5468
41,0.45167824625968933,0.5708
42,0.43971186876296997,0.5546
43,0.44242772459983826,0.5801
44,0.4453005790710449,0.555
45,0.4411773681640625,0.543
46,0.4500115215778351,0.5876
47,0.45700570940971375,0.5922
48,0.4521748423576355,0.5501
49,0.442281574010849,0.5648
50,0.44270074367523193,0.5946
51,0.4498800039291382,0.5832
52,0.45285460352897644,0.5359
53,0.44423359632492065,0.5497
54,0.44177475571632385,0.5446
55,0.4655086398124695,0.5675
56,0.4531298875808716,0.5756
57,0.4410834014415741,0.5652
58,0.4375015199184418,0.5829
59,0.44813117384910583,0.5586
60,0.46315377950668335,0.5566
61,0.543314516544342,0.711
62,0.539580762386322,0.7198
63,0.5606293678283691,0.7268
64,0.5624410510063171,0.7155
65,0.573102593421936,0.7238
66,0.57989501953125,0.7197
67,0.5761424899101257,0.7199
68,0.572671115398407,0.7215
69,0.5669289231300354,0.7126
70,0.5752657651901245,0.7156
71,0.5729848146438599,0.7144
72,0.5698994398117065,0.7169
73,0.5690124034881592,0.7097
74,0.5935155749320984,0.7172
75,0.5683820843696594,0.706
76,0.5740101933479309,0.725
77,0.5858611464500427,0.7213
78,0.5762316584587097,0.7082
79,0.5924201011657715,0.711
80,0.577734112739563,0.7072
81,0.5896572470664978,0.7177
82,0.5884652733802795,0.7227
83,0.5696956515312195,0.7034
84,0.5684532523155212,0.7119
85,0.5857918858528137,0.7067
86,0.5878151655197144,0.7007
87,0.5995565056800842,0.7078
88,0.5922645926475525,0.6848
89,0.5886462926864624,0.7023
90,0.5808855295181274,0.6877
91,0.5916425585746765,0.7105
92,0.5840277075767517,0.703
93,0.5716242790222168,0.7127
94,0.5879939198493958,0.6873
95,0.5915825963020325,0.6987
96,0.5971211194992065,0.7212
97,0.5829049944877625,0.6927
98,0.5906919240951538,0.7264
99,0.5897839665412903,0.7116
100,0.5881493091583252,0.7117
101,0.5984177589416504,0.6988
102,0.5720090866088867,0.7142
103,0.6033923625946045,0.7157
104,0.5900563597679138,0.6995
105,0.5919925570487976,0.7103
106,0.6096170544624329,0.7066
107,0.5890262722969055,0.6946
108,0.5997911095619202,0.7238
109,0.5909705758094788,0.7143
110,0.6033967733383179,0.7051
111,0.5917916893959045,0.7154
112,0.5936294794082642,0.7013
113,0.6047218441963196,0.7171
114,0.6073120832443237,0.705
115,0.6025273203849792,0.7131
116,0.6087790131568909,0.7069
117,0.5823430418968201,0.7182
118,0.6105762124061584,0.7157
119,0.6084959506988525,0.7186
120,0.5999473929405212,0.7217
121,0.6454200148582458,0.7643
122,0.6543083786964417,0.7652
123,0.652958333492279,0.774
124,0.6643649339675903,0.7562
125,0.6609128713607788,0.778
126,0.662377655506134,0.7687
127,0.6659218668937683,0.7836
128,0.6827604174613953,0.7762
129,0.6606350541114807,0.7715
130,0.6890023350715637,0.7792
131,0.6809054613113403,0.7766
132,0.6597625017166138,0.7771
133,0.6781741976737976,0.7823
134,0.6789153814315796,0.7779
135,0.6709140539169312,0.7783
136,0.6788417100906372,0.7708
137,0.6786206960678101,0.7759
138,0.6810737252235413,0.7798
139,0.6811480522155762,0.7826
140,0.6691223382949829,0.78
141,0.6753944754600525,0.7771
142,0.6818509101867676,0.772
143,0.6688452959060669,0.7776
144,0.6708162426948547,0.7745
145,0.6683877110481262,0.7762
146,0.6736071705818176,0.7797
147,0.6938839554786682,0.7703
148,0.6728917360305786,0.7719
149,0.6781554818153381,0.7758
150,0.6841150522232056,0.772
151,0.6800665855407715,0.7718
152,0.6807576417922974,0.7771
153,0.6689116954803467,0.774
154,0.673994243144989,0.7742
155,0.6804213523864746,0.7781
156,0.6712329983711243,0.771
157,0.6735140681266785,0.7739
158,0.6869973540306091,0.7696
159,0.684852659702301,0.776
160,0.688005805015564,0.7761
161,0.6907063126564026,0.7802
162,0.6801309585571289,0.7802
163,0.6984206438064575,0.7814
164,0.7051441669464111,0.7879
165,0.7116523385047913,0.7864
166,0.687318742275238,0.7857
167,0.6828426718711853,0.7908
168,0.6823368072509766,0.7862
169,0.6920017004013062,0.7874
170,0.6872872710227966,0.7859
171,0.6898801326751709,0.7856
172,0.6875802874565125,0.7855
173,0.694536030292511,0.7848
174,0.687168300151825,0.7952
175,0.7110705971717834,0.7925
176,0.6754410266876221,0.7876
177,0.7075948715209961,0.7908
178,0.6911591291427612,0.7866
179,0.6950111985206604,0.7911
180,0.6964359283447266,0.7866
181,0.6904771327972412,0.789
182,0.6916773319244385,0.7909
183,0.6976487636566162,0.787
184,0.6949513554573059,0.7896
185,0.6957793831825256,0.7927
186,0.7063491940498352,0.7874
187,0.690902829170227,0.7915
188,0.6865738034248352,0.7839
189,0.691024124622345,0.7898
190,0.6912084221839905,0.7936
191,0.6883211731910706,0.7902
192,0.6952966451644897,0.7921
193,0.7029822468757629,0.7936
194,0.6956837773323059,0.792
195,0.7011733651161194,0.7866
196,0.7017340660095215,0.7862
197,0.7071894407272339,0.7856
198,0.687801718711853,0.7878
199,0.7068217396736145,0.788
200,0.6889157295227051,0.7931
""
epoch,train_acc,test_acc
1,0.06509661674499512,0.1226
2,0.1252465546131134,0.1775
3,0.18266242742538452,0.3195
4,0.23625826835632324,0.3514
5,0.271004855632782,0.3786
6,0.30330130457878113,0.4183
7,0.3295089304447174,0.4664
8,0.3366774320602417,0.47
9,0.359851211309433,0.4603
10,0.3741033673286438,0.4814
11,0.36476483941078186,0.519
12,0.38829249143600464,0.4719
13,0.3945581912994385,0.4987
14,0.3931126296520233,0.4888
15,0.40310317277908325,0.4887
16,0.3955865502357483,0.4912
17,0.4065813720226288,0.5114
18,0.41780418157577515,0.5075
19,0.41686633229255676,0.5239
20,0.4155040383338928,0.5443
21,0.42907601594924927,0.5656
22,0.41767600178718567,0.5496
23,0.42088979482650757,0.5167
24,0.41919854283332825,0.5239
25,0.42829692363739014,0.5108
26,0.42993080615997314,0.4973
27,0.4381067454814911,0.5743
28,0.43851161003112793,0.5605
29,0.4243936836719513,0.5666
30,0.4409310519695282,0.5447
31,0.4364190101623535,0.5454
32,0.4245082139968872,0.5331
33,0.424130380153656,0.577
34,0.4354681670665741,0.5584
35,0.4440055787563324,0.547
36,0.44297686219215393,0.5647
37,0.44252362847328186,0.547
38,0.4346832036972046,0.5687
39,0.4466296434402466,0.5577
40,0.44020363688468933,0.565
41,0.43621012568473816,0.5716
42,0.44892582297325134,0.5607
43,0.44723498821258545,0.5647
44,0.43867364525794983,0.5755
45,0.4374440312385559,0.5801
46,0.4469742476940155,0.6094
47,0.4601929187774658,0.5986
48,0.44048574566841125,0.553
49,0.4406372308731079,0.5694
50,0.44541069865226746,0.5805
51,0.44787588715553284,0.5902
52,0.45111507177352905,0.5566
53,0.45054101943969727,0.6105
54,0.45048412680625916,0.5391
55,0.4542149603366852,0.5846
56,0.4536804258823395,0.5916
57,0.4538675844669342,0.5213
58,0.44949233531951904,0.5836
59,0.4645406901836395,0.534
60,0.4714643061161041,0.5699
61,0.5304756164550781,0.7128
62,0.5654574036598206,0.719
63,0.5662607550621033,0.7292
64,0.5738117694854736,0.7187
65,0.5626786947250366,0.7279
66,0.5592512488365173,0.725
67,0.5504774451255798,0.7176
68,0.5837992429733276,0.7201
69,0.5879471302032471,0.7121
70,0.5818118453025818,0.7133
71,0.570834755897522,0.7193
72,0.5725071430206299,0.7141
73,0.5854580998420715,0.7042
74,0.5810756087303162,0.7066
75,0.5784681439399719,0.7172
76,0.5747630000114441,0.7083
77,0.572407066822052,0.7066
78,0.5827332139015198,0.7067
79,0.5882693529129028,0.7091
80,0.579821765422821,0.6944
81,0.5827494859695435,0.7007
82,0.5723357796669006,0.6983
83,0.5781716704368591,0.7131
84,0.5843501687049866,0.7104
85,0.5971440672874451,0.7112
86,0.5748350620269775,0.7098
87,0.5867134928703308,0.7167
88,0.5909482836723328,0.6997
89,0.5697518587112427,0.6813
90,0.5981813073158264,0.7067
91,0.5834996700286865,0.7127
92,0.6039052605628967,0.7079
93,0.5912638902664185,0.7084
94,0.5915064215660095,0.7019
95,0.5968375205993652,0.7063
96,0.5778120160102844,0.7082
97,0.5801472663879395,0.7044
98,0.5945111513137817,0.7141
99,0.5884668231010437,0.6898
100,0.6022656559944153,0.7103
101,0.6082360744476318,0.7051
102,0.5940481424331665,0.7102
103,0.5798600912094116,0.7133
104,0.603437602519989,0.7099
105,0.6136319041252136,0.7092
106,0.6101260185241699,0.7059
107,0.6039916276931763,0.7269
108,0.6056091785430908,0.7043
109,0.5850702524185181,0.7067
110,0.5906592011451721,0.706
111,0.6019352674484253,0.7088
112,0.6012223958969116,0.7114
113,0.6100711822509766,0.696
114,0.5932811498641968,0.7017
115,0.5937603712081909,0.7071
116,0.6119288802146912,0.7081
117,0.6157592535018921,0.7263
118,0.603801429271698,0.7097
119,0.600346028804779,0.7109
120,0.5959984064102173,0.7121
121,0.6299450993537903,0.7682
122,0.6682890057563782,0.7709
123,0.651777446269989,0.7708
124,0.6753140687942505,0.7789
125,0.6698285937309265,0.7776
126,0.6565157771110535,0.7775
127,0.673676073551178,0.7713
128,0.6610696315765381,0.7814
129,0.6560928821563721,0.7673
130,0.6542507410049438,0.7833
131,0.6841195821762085,0.7704
132,0.6602726578712463,0.7826
133,0.6785577535629272,0.7752
134,0.6828609108924866,0.7784
