""
epoch,train_acc,test_acc
1,0.06159999966621399,0.1159
2,0.10561999678611755,0.187
3,0.15167999267578125,0.2492
4,0.19072000682353973,0.2858
5,0.22195999324321747,0.3636
6,0.25982001423835754,0.3557
7,0.2872599959373474,0.4297
8,0.30469998717308044,0.4099
9,0.32541999220848083,0.4582
10,0.34224000573158264,0.4376
11,0.3527800142765045,0.4558
12,0.362199991941452,0.4542
13,0.3551200032234192,0.4898
14,0.3793799877166748,0.4886
15,0.37790000438690186,0.5127
16,0.4045799970626831,0.513
17,0.39364001154899597,0.5273
18,0.38585999608039856,0.5252
19,0.41054001450538635,0.4922
20,0.4091799855232239,0.5057
21,0.4078400135040283,0.5327
22,0.39893999695777893,0.5017
23,0.4103800058364868,0.5436
24,0.41223999857902527,0.5422
25,0.41218000650405884,0.5072
26,0.41975998878479004,0.5525
27,0.42142000794410706,0.5306
28,0.4296799898147583,0.5572
29,0.421779990196228,0.4814
30,0.42006000876426697,0.5602
31,0.41565999388694763,0.5317
32,0.3998599946498871,0.523
33,0.41697999835014343,0.5891
34,0.42399999499320984,0.5308
35,0.42375999689102173,0.5702
36,0.43876001238822937,0.5812
37,0.4347600042819977,0.5838
38,0.43338000774383545,0.5525
39,0.426580011844635,0.5644
40,0.43435999751091003,0.5763
41,0.4360400140285492,0.6004
42,0.4339999854564667,0.5612
43,0.43647998571395874,0.5469
44,0.4435400068759918,0.5597
45,0.4351600110530853,0.5572
46,0.43206000328063965,0.5256
47,0.4120599925518036,0.5922
48,0.44971999526023865,0.5448
49,0.43452000617980957,0.5762
50,0.43981999158859253,0.5565
51,0.45284000039100647,0.5823
52,0.4412199854850769,0.5845
53,0.43988001346588135,0.5698
54,0.4398599863052368,0.532
55,0.4406000077724457,0.5971
56,0.45208001136779785,0.5764
57,0.4396800100803375,0.5162
58,0.45509999990463257,0.553
59,0.44398000836372375,0.56
60,0.43630000948905945,0.5836
61,0.5015599727630615,0.7214
62,0.5487200021743774,0.7307
63,0.563480019569397,0.7274
64,0.5699399709701538,0.7277
65,0.5500199794769287,0.7212
66,0.5303400158882141,0.7197
67,0.585919976234436,0.7294
68,0.5672199726104736,0.7272
69,0.5648400187492371,0.7102
70,0.551360011100769,0.7256
71,0.573419988155365,0.7323
72,0.5751000046730042,0.7233
73,0.5629799962043762,0.7168
74,0.5578200221061707,0.7291
75,0.5569199919700623,0.7246
76,0.5589200258255005,0.7147
77,0.5543599724769592,0.7257
78,0.5604199767112732,0.7249
79,0.5695800185203552,0.7036
80,0.5879999995231628,0.7057
81,0.5615000128746033,0.7253
82,0.5815600156784058,0.7197
83,0.601580023765564,0.7153
84,0.5565199851989746,0.724
85,0.5736600160598755,0.7089
86,0.5936800241470337,0.7256
87,0.5774400234222412,0.7067
88,0.5547999739646912,0.721
89,0.5936200022697449,0.7122
90,0.5458599925041199,0.7079
91,0.5714399814605713,0.7024
92,0.5429999828338623,0.7237
93,0.5698800086975098,0.728
94,0.5846999883651733,0.7275
95,0.5791000127792358,0.7135
96,0.5627400279045105,0.7383
97,0.5772799849510193,0.7169
98,0.5647600293159485,0.7244
99,0.5842199921607971,0.7217
100,0.5662999749183655,0.7078
101,0.5918599963188171,0.7051
102,0.5923600196838379,0.7235
103,0.5934399962425232,0.7174
104,0.5891199707984924,0.7245
105,0.5890200138092041,0.7257
106,0.5848199725151062,0.7145
107,0.6048200130462646,0.7157
108,0.5918400287628174,0.7187
109,0.6035799980163574,0.721
110,0.576960027217865,0.7286
111,0.569819986820221,0.7123
112,0.585099995136261,0.7235
113,0.6025400161743164,0.7139
114,0.6198999881744385,0.7148
115,0.5867800116539001,0.7165
116,0.5835000276565552,0.7165
117,0.5687199831008911,0.7172
118,0.6032999753952026,0.7265
119,0.6096199750900269,0.7185
120,0.5992000102996826,0.7213
121,0.6636800169944763,0.7845
122,0.6660400032997131,0.7884
123,0.6528599858283997,0.789
124,0.6565399765968323,0.7944
125,0.6699399948120117,0.7855
126,0.6796000003814697,0.7907
127,0.6908599734306335,0.7881
128,0.6665999889373779,0.7902
129,0.6930800080299377,0.7935
130,0.6900200247764587,0.789
131,0.6883000135421753,0.7889
132,0.6669999957084656,0.7915
133,0.6931800246238708,0.7892
134,0.6779199838638306,0.7813
135,0.6986600160598755,0.7866
136,0.6776999831199646,0.7843
137,0.694599986076355,0.7842
138,0.6880999803543091,0.7823
139,0.7034199833869934,0.788
140,0.6886399984359741,0.7837
141,0.6856600046157837,0.7872
142,0.6605600118637085,0.7821
143,0.7138199806213379,0.7861
144,0.7200800180435181,0.782
145,0.7094799876213074,0.784
146,0.6872000098228455,0.782
147,0.7058200240135193,0.7799
148,0.6987800002098083,0.7794
149,0.6947600245475769,0.7825
150,0.7053400278091431,0.7854
151,0.7002000212669373,0.7827
152,0.7091799974441528,0.7851
153,0.6978600025177002,0.781
154,0.7035199999809265,0.7873
155,0.6970000267028809,0.7829
156,0.6924800276756287,0.7782
157,0.6921799778938293,0.7824
158,0.7132200002670288,0.7822
159,0.6984999775886536,0.7841
160,0.7009999752044678,0.7758
161,0.7182000279426575,0.794
162,0.7064399719238281,0.7982
163,0.7231199741363525,0.7931
164,0.7335399985313416,0.7944
165,0.700659990310669,0.7989
166,0.72816002368927,0.7978
167,0.7245799899101257,0.7974
168,0.7236199975013733,0.7965
169,0.714900016784668,0.7972
170,0.699720025062561,0.7998
171,0.7421000003814697,0.7982
172,0.7135199904441833,0.7988
173,0.7351999878883362,0.801
174,0.731440007686615,0.7976
175,0.7241600155830383,0.7988
176,0.7351199984550476,0.7976
177,0.7390000224113464,0.8004
178,0.7429800033569336,0.7955
179,0.7164599895477295,0.7977
180,0.7092999815940857,0.7971
181,0.7452600002288818,0.7955
182,0.7419800162315369,0.8
183,0.741159975528717,0.7962
184,0.7450199723243713,0.7971
185,0.7010400295257568,0.7965
186,0.7398599982261658,0.7978
187,0.7389400005340576,0.7954
188,0.7409399747848511,0.8002
189,0.7325999736785889,0.7972
190,0.7335600256919861,0.7922
191,0.7274399995803833,0.7963
192,0.7224199771881104,0.7946
193,0.7310199737548828,0.7935
194,0.7266200184822083,0.796
195,0.7021600008010864,0.7939
196,0.7123600244522095,0.7965
197,0.7298799753189087,0.794
198,0.7412999868392944,0.7985
199,0.7530800104141235,0.7962
200,0.7341399788856506,0.7977
""
epoch,train_acc,test_acc
1,0.08804000169038773,0.1431
2,0.18957999348640442,0.2428
3,0.28468000888824463,0.3209
4,0.3733200132846832,0.3728
5,0.4305199980735779,0.42
6,0.47501999139785767,0.4656
7,0.5063199996948242,0.5055
8,0.5396199822425842,0.5061
9,0.5448399782180786,0.5184
10,0.5680400133132935,0.5044
