""
epoch,train_acc,test_acc
167,0.98902,0.7741
168,0.98962,0.7727
169,0.99004,0.7761
170,0.99002,0.7774
171,0.99034,0.7757
172,0.98998,0.7775
173,0.98994,0.7771
174,0.9906,0.7774
175,0.9907,0.7764
176,0.9898,0.7746
177,0.99032,0.777
178,0.9907,0.7773
179,0.99054,0.7769
180,0.99106,0.778
181,0.99146,0.7761
182,0.99082,0.7767
183,0.99134,0.7759
184,0.99136,0.7758
185,0.99172,0.7773
186,0.9915,0.7766
187,0.99062,0.7772
188,0.99134,0.777
189,0.99074,0.7768
190,0.99206,0.7772
191,0.99162,0.7783
192,0.99126,0.7765
193,0.99218,0.7784
194,0.99184,0.7777
195,0.99184,0.7784
196,0.99192,0.7789
197,0.99154,0.7753
198,0.99228,0.7771
199,0.9917,0.7779
200,0.99176,0.7765
""
epoch,train_acc,test_acc
1,0.08128,0.1245
2,0.15992,0.2042
3,0.231,0.2918
4,0.29244,0.3251
5,0.34554,0.3522
